titre,nom,stars,localisation,nb_reviews,date_review,date_experience,comment
Very please!,CAROL B,Rated 5 out of 5 stars,US,1 review,2018-08-30T13:20:55.000Z,,Very please!! Thank you!
I would recommend have Asurion coverage…,DEBORAH R,Rated 5 out of 5 stars,US,1 review,2018-08-30T13:12:49.000Z,,I would recommend have Asurion coverage to anyone with a Cell phone.
Great customer service,TRACY G,Rated 5 out of 5 stars,US,1 review,2018-08-30T13:08:04.000Z,,"Great customer service, timely replacement, ease of switching over content on damaged device. Well worth the money for ease of mine."
Replaced phone with no issues,MATT,Rated 5 out of 5 stars,US,1 review,2018-08-30T12:57:01.000Z,,
super fast replacement of phone,ANDY F,Rated 5 out of 5 stars,US,1 review,2018-08-30T12:41:05.000Z,,super fast replacement of phone.  Thank you!
Replaced damaged phone quickly even…,Steven,Rated 5 out of 5 stars,US,1 review,2018-08-30T12:39:52.000Z,,Replaced damaged phone quickly even though my dog ate it....
deductable is too high,LISA S,Rated 4 out of 5 stars,US,2 reviews,2018-08-30T12:14:34.000Z,,
Seamless process,PHILLIP R,Rated 5 out of 5 stars,US,1 review,2018-08-30T12:10:43.000Z,,Seamless process.  New phone in hand within 2 days.
great customer service,PATRICIA W,Rated 5 out of 5 stars,US,1 review,2018-08-30T11:48:10.000Z,,"I give this excellent rating for the service I received from Asurion & their customer service personnel.  I filed a claim and had my replacement phone in record time.  After receiving my replacement, I was not happy with the phone in general, so I asked to return it for a refund.  The return was simple & fast as well.  However, for the amount of money that is spent for the insurance premiums + the cost of the replacement phone, you should receive a new phone instead of a refurbished one.  The phone was slow & the battery didn't hold a charge any better than the older phone I had been using."
Relieving Experience,LOUELLA A,Rated 5 out of 5 stars,US,2 reviews,2018-08-30T11:44:54.000Z,,I felt taken care of and this is an important experience to have with insurance companies - especially when the device is how I operate my business.  I would recommend Asurion any day.  Thank you.
Thanks,JONATHAN K,Rated 5 out of 5 stars,US,2 reviews,2018-08-30T11:37:05.000Z,,Very fast and efficient.
Came to house to fix,JENNIFER P,Rated 5 out of 5 stars,US,1 review,2018-08-30T11:27:10.000Z,,Came to house to fix - when problem with fix -replaced phone - nice!
It was fast and easy,MONICA M,Rated 5 out of 5 stars,US,1 review,2018-08-30T11:26:51.000Z,,It was fast and easy.  Customer service ver helpful and professional
Efficiency,MELISSA H,Rated 5 out of 5 stars,US,1 review,2018-08-30T11:21:36.000Z,,The process from start to finsh was efficient and fast.
Excellent Service,LARRY C,Rated 5 out of 5 stars,US,1 review,2018-08-30T11:21:04.000Z,,The representative we talked to was very polite and helpful.  My wife received her replacement phone the very next day.  There is no way we could expect any more courteous and quick service.  Thank you so much for all of your assistance.
Covered my stolen phone and got the…,SS,Rated 5 out of 5 stars,US,1 review,2018-08-30T11:18:29.000Z,,Covered my stolen phone and got the replacement to me ASAP. Was a very simple process!
you guys are awesome,ALISHA S,Rated 5 out of 5 stars,US,1 review,2018-08-30T11:11:40.000Z,,"you guys are awesome,  with geat serivces .... thank you for getting my replacement phone back to me so quickly"
Great service,BETTY W,Rated 5 out of 5 stars,US,1 review,2018-08-30T11:10:59.000Z,,Unfortunately I’ve had to use insurance to replace our phones in the last year or two and asurion has been excellent each time and once going above and beyond when we needed a phone replaced during a snowstorm! Will always use asurion!
I was surprised how quick I got my…,Taylor Suffield,,US,1 review,2018-08-30T11:01:02.000Z,,I was surprised how quick I got my replacement. The tech support was on Q!  The whole process was fortunately painless!! Thanks Asurion!
No no,Matt Bush,Rated 5 out of 5 stars,US,2 reviews,2018-08-30T10:51:03.000Z,,No noNo noNo noNo no
Everything was good no hiccups,ANILA F,Rated 5 out of 5 stars,US,2 reviews,2018-08-30T10:50:51.000Z,,
Very good response time.,KEVIN Y,Rated 5 out of 5 stars,US,1 review,2018-08-30T10:48:56.000Z,,
Easy smooth process,MARIEL M,Rated 5 out of 5 stars,US,1 review,2018-08-30T10:36:31.000Z,,Easy smooth processNo loops thru jump thru easy straight to the point Ofcourse theres a price tag for a replacement However that is what you agree toPeople are knowledgeable friendly
When I had problems with my phone,ROB N,Rated 5 out of 5 stars,US,1 review,2018-08-30T10:15:37.000Z,,"When I had problems with my phone, broken & some features didn't work.I called & they sent me one right away,  couldn't be more pleased."
Very helpful people,JONATHAN H,Rated 5 out of 5 stars,US,1 review,2018-08-30T10:14:32.000Z,,
Fast and great,LUIS S,Rated 5 out of 5 stars,US,1 review,2018-08-30T09:26:25.000Z,,
Quick fast and most of all easy service,Jackie Newton-Stylist,,US,1 review,2018-08-30T09:04:38.000Z,,
Smooth process,TERRICA G,Rated 5 out of 5 stars,US,3 reviews,2018-08-30T08:12:35.000Z,,
Loved the service it was fast and easy,CHAI S,Rated 5 out of 5 stars,US,1 review,2018-08-30T08:12:02.000Z,,
Super easy and ready to use !,Big Papi ! ,Rated 5 out of 5 stars,US,1 review,2018-08-30T07:34:23.000Z,,
It was great,LORENA S,Rated 4 out of 5 stars,US,1 review,2018-08-30T07:15:15.000Z,,"It was great, but I was a little unsatisfied with the fact that my new phone didn't come with original Samsung earbuds."
Great service!,C Simon,Rated 5 out of 5 stars,US,1 review,2018-08-30T06:48:29.000Z,,
Prompt and convenient,HASNAT A,Rated 5 out of 5 stars,US,1 review,2018-08-30T06:27:19.000Z,,
I had a issue with my phone,Karin J.,Rated 5 out of 5 stars,US,1 review,2018-08-30T05:54:03.000Z,,"I had a issue with my phone, customer service was very helpful and kind. They ordered me a new phone it was shipped over night so I didn't have to wait or pay extra to have a phone. I would highly reccomend."
Filled out the form and sent it in,KATIE W,Rated 5 out of 5 stars,US,1 review,2018-08-30T05:47:24.000Z,,"Filled out the form and sent it in, communication was great, shipping was fast and easy"
I love this company very fast shipping…,Montavious E,Rated 5 out of 5 stars,US,1 review,2018-08-30T05:38:39.000Z,,I love this company very fast shipping only took a day to deliver my new device I highly recommend
Great service,BHOJ S,Rated 5 out of 5 stars,US,1 review,2018-08-30T04:47:23.000Z,,
Easy and fast!,Mike K,Rated 5 out of 5 stars,US,1 review,2018-08-30T04:40:01.000Z,,
Fast prompt service,CHARLIE F,Rated 5 out of 5 stars,US,1 review,2018-08-30T03:52:51.000Z,,
On time and easy to work with,JUSTIN L,Rated 5 out of 5 stars,US,3 reviews,2018-08-30T03:38:00.000Z,,
It was very easy to file a claim,ALICIA C,Rated 5 out of 5 stars,US,1 review,2018-08-30T03:20:14.000Z,,"It was very easy to file a claim. It’s quick, effiecent, and navigating was quick easy to follow. I received the replacement quick which is amazing!"
Great service.,ROBERT Oh,Rated 5 out of 5 stars,US,1 review,2018-08-30T03:10:01.000Z,,
This was the first time I have ever had…,JERRY PHILLIPS,Rated 5 out of 5 stars,US,2 reviews,2018-08-30T03:08:13.000Z,,"This was the first time I have ever had to have a device replaced, and was unsure what to expect.  To my surprise, everyone I spoke to was very pleasant and helpful.  The device was delivered as scheduled.  Thank you for your professional approach to helping consumers.      Jerry Phillips"
Painless and quick,ELIZABETH V,Rated 5 out of 5 stars,US,1 review,2018-08-30T03:06:56.000Z,,
It was fast and not complicated,CHRISTIAN L,Rated 5 out of 5 stars,US,1 review,2018-08-30T03:05:09.000Z,,
Quick and painless replacement.,BYRON O,Rated 4 out of 5 stars,US,1 review,2018-08-30T03:01:57.000Z,,
As usual,VALERIE O,Rated 5 out of 5 stars,US,2 reviews,2018-08-30T03:00:07.000Z,,"As usual, your service was fast and courteous. Much appreciated."
Super fast delivery on the new phone,HEATHER B,Rated 5 out of 5 stars,US,1 review,2018-08-30T02:57:46.000Z,,
Thanks for the great service!!,NICKOLAS F,Rated 5 out of 5 stars,US,3 reviews,2018-08-30T02:56:52.000Z,,
Excellent service,CARL G,Rated 5 out of 5 stars,US,1 review,2018-08-30T02:55:31.000Z,,Excellent serviceSomeone stole my phone and the next day I had a new one.
My replacement phone was much more…,DOUG A,Rated 3 out of 5 stars,US,1 review,2018-08-30T02:55:23.000Z,,"My replacement phone was much more expensive than I had planned. It was disappointing that after how much we have paid into the insurance, it still cost so much."
Always comes through!,RUTH C,Rated 5 out of 5 stars,US,1 review,2018-08-30T02:39:34.000Z,,
Thank you so much,ROSA P,Rated 5 out of 5 stars,US,1 review,2018-08-30T02:39:17.000Z,,Thank you so much. My daughter was very happy she got her tablet.
Speedy,TARA C,Rated 5 out of 5 stars,US,1 review,2018-08-30T02:37:37.000Z,,Explained my phone had cracks in the screen and because where the cracks where I kept loosing reception/ service . My new phone came the next day. Which was a surprise because I recieved confirmation emails after I already got the replacement. Speedy service on the delivery part !
It was great I got the  phone the next…,SANDRA F,Rated 5 out of 5 stars,US,1 review,2018-08-30T02:34:52.000Z,,It was great I got the  phone the next day
Quick response,LAQUENTA M,Rated 5 out of 5 stars,US,1 review,2018-08-30T02:34:30.000Z,,
Great service and fast too,EMILY P,Rated 5 out of 5 stars,US,1 review,2018-08-30T02:31:24.000Z,,
Fast,Linda S.  ,Rated 4 out of 5 stars,US,1 review,2018-08-30T02:13:23.000Z,,"Fast, Friendly and very helpful"
Once decided to give up on finding my…,GLORIA J,Rated 4 out of 5 stars,US,1 review,2018-08-30T02:03:02.000Z,,Once decided to give up on finding my phone the replacement came quickly. Hard part is repopulating it .  The act of getting the phone was great!
Reconditioned phone,HENRY K,Rated 5 out of 5 stars,US,1 review,2018-08-30T02:02:47.000Z,,I just hope not to have problems with a reconditioned phone......
Very easy to work with,MICHAEL D,Rated 5 out of 5 stars,US,1 review,2018-08-30T02:02:08.000Z,,Very easy to work with. Thank you for your help.
Tanks y'all are awsome,KRISTOPHER B,Rated 5 out of 5 stars,US,1 review,2018-08-30T01:58:25.000Z,,
Quick,LAUREN B,Rated 5 out of 5 stars,US,2 reviews,2018-08-30T01:58:15.000Z,,"Quick, efficient response. Appropriate compensation."
Got the replacement phone when asurion…,RICHARD S,Rated 4 out of 5 stars,US,1 review,2018-08-30T01:56:27.000Z,,Got the replacement phone when asurion said I would.  Appreciated the help in transfering info from old phone to the replace.e t phone
Good,CHRISTOPHER T,Rated 5 out of 5 stars,US,1 review,2018-08-30T01:52:40.000Z,,Good thanks again for
My college daughter said you were very…,Christina E,Rated 5 out of 5 stars,US,1 review,2018-08-30T01:51:42.000Z,,My college daughter said you were very quickly and she received her replacement phone within 24 hours! Thanks Asurion😊
Quick and easy phone replacement,SANDRA S,Rated 5 out of 5 stars,US,1 review,2018-08-30T01:45:35.000Z,,
Quick easy phone replacement.,CHRISTOPHER H,Rated 5 out of 5 stars,US,1 review,2018-08-30T01:44:25.000Z,,
Well pleased,LON P,Rated 5 out of 5 stars,US,1 review,2018-08-30T01:44:02.000Z,,
Big upgrade in a big hurry,Jed J,Rated 5 out of 5 stars,US,1 review,2018-08-30T01:43:51.000Z,,"I got a big upgrade in a big hurry with excellent communications and no aggravation!! Had my new phone the next day for 1/10th the cost of an upgrade from Verizon, who were ALSO very helpful in facilitating my replacement. I'm a very satisfied customer!!"
Great service,KASANNDRA A,Rated 5 out of 5 stars,US,3 reviews,2018-08-30T01:43:45.000Z,,
Fast and reliable,LEONARD S,Rated 5 out of 5 stars,US,1 review,2018-08-30T01:41:46.000Z,,
Great experience,Karin,Rated 5 out of 5 stars,US,2 reviews,2018-08-30T01:39:01.000Z,,Quick and easy. The phone arrived the very next day. Awesome experience.
Very helpful,JAMES B,Rated 5 out of 5 stars,US,1 review,2018-08-30T01:31:35.000Z,,
Right on time,ANGELIA F,Rated 5 out of 5 stars,US,4 reviews,2018-08-30T01:29:53.000Z,,Quick and easy that's what I like about this insurance company Wis the still covered the device
wonderful!,JOANNE S,Rated 5 out of 5 stars,US,1 review,2018-08-30T01:18:39.000Z,,Wonderful!!!!!
Fast friendly customer service,Meredith O,Rated 5 out of 5 stars,US,1 review,2018-08-30T01:17:22.000Z,,I was helped quickly and the customer service reps were friendly and helpful.
Got our replacement phone quickly,BRITTNEY H,Rated 5 out of 5 stars,US,1 review,2018-08-30T01:09:00.000Z,,Got our replacement phone quickly.  I appreciate the great care and service.
Fast delivery and no hassle,Patrick McClanahan ,Rated 5 out of 5 stars,US,2 reviews,2018-08-30T01:03:28.000Z,,"Fast delivery and no hassle, phone was in box not some knock off second repaired phone. Good job thank you."
They do exactly what they say,JENNIFER B,Rated 5 out of 5 stars,US,1 review,2018-08-30T01:02:10.000Z,,They do exactly what they say. Fast easy. I love the company
Very quick replacement of my lost…,JENNIFER F,Rated 5 out of 5 stars,US,1 review,2018-08-30T01:00:46.000Z,,Very quick replacement of my lost phone. Excellent service!
Helpful and easy to file a claim,VICTORIA W,Rated 5 out of 5 stars,US,1 review,2018-08-30T00:58:33.000Z,,
Had a very good experience.,AMELIA E,Rated 5 out of 5 stars,US,1 review,2018-08-30T00:54:48.000Z,,
They did good,CHRISTOPHER P,Rated 5 out of 5 stars,US,1 review,2018-08-30T00:52:42.000Z,,Fast service.  Quality replacement
There where no issues with your…,JUAN R,Rated 5 out of 5 stars,US,1 review,2018-08-30T00:49:37.000Z,,There where no issues with your employees performance.  Thank you
Great,HEATHER K,Rated 5 out of 5 stars,US,1 review,2018-08-30T00:42:44.000Z,,Sales rep very helpful.
Great,Reeda,Rated 5 out of 5 stars,US,1 review,2018-08-30T00:41:56.000Z,,Super great! Easy!
FAST SERVICE,DAVID E,Rated 5 out of 5 stars,US,5 reviews,2018-08-30T00:38:37.000Z,,
Excellent service!!,MATHEW R,Rated 5 out of 5 stars,US,1 review,2018-08-30T00:38:23.000Z,,
Quick and easy....Seamless!!,CODY F,Rated 5 out of 5 stars,US,1 review,2018-08-30T00:37:03.000Z,,
I cracked my screen and had no trouble…,DEBRA M,Rated 5 out of 5 stars,US,1 review,2018-08-30T00:32:50.000Z,,I cracked my screen and had no trouble getting a replacement. Everyone I spoke too was friendly and helpful.
Super fast service,PALWINDER S,Rated 5 out of 5 stars,US,1 review,2018-08-30T00:30:29.000Z,,
Easy transaction!,MICHELLE C,Rated 5 out of 5 stars,US,1 review,2018-08-30T00:19:42.000Z,,
Quick and easy,SHAUN T,Rated 4 out of 5 stars,US,2 reviews,2018-08-30T00:13:06.000Z,,
The entire experience went quickly and…,MICHAEL,Rated 5 out of 5 stars,US,1 review,2018-08-29T23:56:36.000Z,,The entire experience went quickly and as smooth as possible.
I was extremely pleased!,JEFFREY ,Rated 5 out of 5 stars,US,2 reviews,2018-08-29T23:55:03.000Z,,"I was extremely pleased, as always and will continue to do 100% of my business with Asurion!Jeffrey C. BulsaJCB Downhole Vision (owner)"
Asurion really went above and beyond…,Greybeard,Rated 5 out of 5 stars,US,1 review,2018-08-29T23:53:27.000Z,,"Asurion really went above and beyond the call of duty. When we got our first replacement phone, my son tried to insert the SIM card without putting it in the frame first, and ended up disabling his new phone within one minute of receiving it. When I whined about having to pay a second deductible, the person I was talking to on the phone escalated the issue, and a supervisor agreed to waive the second deductible, as a way of thanking me for being a long-time customer. Everyone I talked to during that process was really great to work with."
I was thoroughly impressed with every…,WILLIAM B,Rated 5 out of 5 stars,US,3 reviews,2018-08-29T23:51:06.000Z,,I was thoroughly impressed with every aspect the reporting was quick and easy the replacement arrived fast so we were back up and running in no time customer service was very courteous and understanding
Battery you supplied only lasts 1 1/2…,PATRICK B,Rated 3 out of 5 stars,US,1 review,2018-08-29T23:50:37.000Z,,Battery you supplied only lasts 1 1/2 days before running down.
Fast and reliable,Jessica Martinez,Rated 5 out of 5 stars,US,2 reviews,2018-08-29T23:47:55.000Z,,
Great Service!,TammiE,Rated 5 out of 5 stars,US,3 reviews,2018-08-29T23:45:16.000Z,,Quick claim processing. Had replacement phone next business day. Great support to get you up and running again.
Was very pleased with the fast service,jasmine welch,,US,1 review,2018-08-29T23:44:52.000Z,,"Was very pleased with the fast service, great customer service. Would recommend asurion to everyone"
Easy,CARRIE W,Rated 5 out of 5 stars,US,1 review,2018-08-29T23:41:29.000Z,,Easy. Quick.
Very fast—thank you!,JOHN R,Rated 5 out of 5 stars,US,1 review,2018-08-29T23:40:53.000Z,,
Easy to work with,MATILDE L,Rated 5 out of 5 stars,US,2 reviews,2018-08-29T23:39:49.000Z,,Easy to work with. No problem or hassle. Thank you
Quick and easy,STEVEN P,Rated 5 out of 5 stars,US,1 review,2018-08-29T23:38:30.000Z,,
The lady that helped us on the phone…,DANIEL J,Rated 5 out of 5 stars,US,1 review,2018-08-29T23:35:19.000Z,,The lady that helped us on the phone had the best customer service I’ve ever received from AT&T in 12 years! Thank you.
Excellent quick service!,ERICA M,Rated 5 out of 5 stars,US,2 reviews,2018-08-29T23:16:41.000Z,,
Easy fast process,VICTORIA P,Rated 4 out of 5 stars,US,1 review,2018-08-29T23:15:36.000Z,,
Fast,SHAKENDRIA J,Rated 5 out of 5 stars,US,1 review,2018-08-29T23:00:41.000Z,,"Fast, quick and simple.."
Excellent service and fast to replace…,CD,Rated 5 out of 5 stars,US,1 review,2018-08-29T22:55:00.000Z,,Excellent service and fast to replace my device! Very happy with them!
Easy and simple to use,ELIZABETH V,Rated 4 out of 5 stars,US,1 review,2018-08-29T22:49:55.000Z,,
Absolutely wonderful!!,Edgemere Free Mthodist Church,Rated 5 out of 5 stars,US,2 reviews,2018-08-29T22:47:54.000Z,,"Absolutely wonderful!!!  We rave about our service to everyone!  Thank you for providing prompt, courteous service each and every time!!!"
Great service,RONALD H,Rated 5 out of 5 stars,US,1 review,2018-08-29T22:39:10.000Z,,Great service .QuickAnd efficient .
Did very good thank you,HILDA P,Rated 5 out of 5 stars,US,1 review,2018-08-29T22:31:38.000Z,,
had a little bit of trouble at first…,Anne M,Rated 5 out of 5 stars,US,2 reviews,2018-08-29T22:24:05.000Z,,had a little bit of trouble at first but once things started going smoothly was super great can’t believe we got it in the mail so quickly thank you
Always fast and easy transaction.,TAMMY G,Rated 5 out of 5 stars,US,1 review,2018-08-29T22:22:16.000Z,,
The service was great and,ANGELA L,Rated 5 out of 5 stars,US,1 review,2018-08-29T22:12:42.000Z,,
Easy and professional reporting a…,NANETTE G,Rated 5 out of 5 stars,US,1 review,2018-08-29T22:12:26.000Z,,Easy and professional reporting a claim.Thank  you.
i would give 5 stars but,CHUCK H,Rated 4 out of 5 stars,US,1 review,2018-08-29T22:10:32.000Z,,"i would give 5 stars but, i really didnt like the automated questions followed up by a live person asking the same questions. other than that, it was simple."
Easy Process,CHARLES S,Rated 5 out of 5 stars,US,1 review,2018-08-29T22:02:08.000Z,,The process was easy and fast.
Great service,KHALED M,Rated 5 out of 5 stars,US,1 review,2018-08-29T22:00:16.000Z,,
Well service was great except for…,RHODA A,Rated 3 out of 5 stars,US,1 review,2018-08-29T21:59:36.000Z,,Well service was great except for canceling my insurance a few days after I had just buried my mother. I have been paying for insurance for well over 30 plus years of being with AT&T and never had any problems. I had to return a defective phone  for problems out of my control. The Samsung galaxy 8 plus overall has some issues with its functionality.
Excellent customer service!,CLAY B,Rated 5 out of 5 stars,US,1 review,2018-08-29T21:58:58.000Z,,
Great,DAVID,Rated 5 out of 5 stars,US,1 review,2018-08-29T21:58:39.000Z,,"Great job, thanks"
The technician on the phone was…,NANCY R,Rated 5 out of 5 stars,US,1 review,2018-08-29T21:55:24.000Z,,"The technician on the phone was patient, knowledgeable and walked me through each step. Fantastic!"
This was probably one of the fastest…,ANNABEHL S,Rated 5 out of 5 stars,US,3 reviews,2018-08-29T21:49:28.000Z,,This was probably one of the fastest transactions ever. New phone was up and running within 3 days!
Great experience,GEORGE R,Rated 5 out of 5 stars,US,1 review,2018-08-29T21:47:12.000Z,,Great experience. Sent phone the next day. Highly recommend!
YOU DID GREAT!!,BARBARA C,Rated 5 out of 5 stars,US,1 review,2018-08-29T21:47:06.000Z,,YOU DID GREAT!!! Thank U. Barb Cardiello
Fast and easy,CHAD D,Rated 4 out of 5 stars,US,1 review,2018-08-29T21:37:47.000Z,,
You guys have been great to me,joy mock,Rated 5 out of 5 stars,US,2 reviews,2018-08-29T21:37:23.000Z,,You guys have been great to me.  Thank you for sending my new cellphone to me. I will sending my old cellphone on this Friday to you.
Got my phone the next day,Harpreet S,Rated 5 out of 5 stars,US,1 review,2018-08-29T21:30:46.000Z,,Got my phone the next day. Easy process
The experience was a nice one,KELLY B,Rated 5 out of 5 stars,US,1 review,2018-08-29T21:30:41.000Z,,The experience was a nice one. Customer service was great. Thank you
Phone replacement,CHARMAINE S,Rated 2 out of 5 stars,US,2 reviews,2018-08-29T21:30:22.000Z,,I love it got my phone within 24 hours
You were very quick to replace my phone…,PHILLIP S,Rated 5 out of 5 stars,US,1 review,2018-08-29T21:23:50.000Z,,You were very quick to replace my phone great  then around
Very easy process and I received my…,WENDY L,Rated 5 out of 5 stars,US,1 review,2018-08-29T21:22:01.000Z,,Very easy process and I received my device very quickly. Thank you.
after my claim was filed got approved…,DEBORAH L,Rated 5 out of 5 stars,US,1 review,2018-08-29T21:16:38.000Z,,after my claim was filed got approved fast and my replacement fast. thanks
Easy and efficient,ZINA L,Rated 5 out of 5 stars,US,1 review,2018-08-29T21:01:53.000Z,,
Super fast and easy to file claim,KRISTA-ARLENE P,Rated 5 out of 5 stars,US,1 review,2018-08-29T20:58:46.000Z,,Super fast and easy to file claim. Phone arrived next day with no problems.
Thumbs up,MARK L,Rated 5 out of 5 stars,US,1 review,2018-08-29T20:54:33.000Z,,Thumbs up and very professional. Quick service and well taken care of
Great service,MATT H,Rated 5 out of 5 stars,US,2 reviews,2018-08-29T20:43:13.000Z,,"Great service, lightening fast shipping an over the top experience!"
Great job,NADENE W,Rated 4 out of 5 stars,US,2 reviews,2018-08-29T20:40:15.000Z,,"Excellent service, speedy delivery of replacement phone. Thanks"
Quick,GINA F,Rated 5 out of 5 stars,US,1 review,2018-08-29T20:38:19.000Z,,"Quick , excellent customer service"
Smooth,FRED B,Rated 5 out of 5 stars,US,3 reviews,2018-08-29T20:36:55.000Z,,Smooth and fast.  Very nice
Fast,DEBRA R,Rated 5 out of 5 stars,US,2 reviews,2018-08-29T20:22:21.000Z,,"Fast, friendly and good as new"
Great!!,EUNJI SUH,Rated 5 out of 5 stars,US,2 reviews,2018-08-29T20:17:18.000Z,,Great!!Very fast shipping I love it
Exceeded my expectation,AMELITA T,Rated 5 out of 5 stars,US,1 review,2018-08-29T20:06:15.000Z,,Exceeded my expectation. I did not lose any time with the use of my phone.
Fantastic insurance company,TJAM,Rated 5 out of 5 stars,US,5 reviews,2018-08-29T19:58:44.000Z,,Fantastic insurance company our replacement was sent next day with no extra charges!
Good experience,JULIA ,Rated 5 out of 5 stars,US,1 review,2018-08-29T19:57:38.000Z,,Good experience. I was very satisfied and will certainly continue to insure my phone and other items with you.
Thank you for the fast delivery.,SANDRA P,Rated 5 out of 5 stars,US,2 reviews,2018-08-29T19:54:16.000Z,,
They took care of the situation…,LISA M,Rated 5 out of 5 stars,US,1 review,2018-08-29T19:50:15.000Z,,They took care of the situation immediately told what to do when I received the new great help
Fast and easy swap,ELIAS R,Rated 5 out of 5 stars,US,1 review,2018-08-29T19:48:45.000Z,,
Very helpful and got my replacement…,LARRY F,Rated 5 out of 5 stars,US,1 review,2018-08-29T19:47:23.000Z,,Very helpful and got my replacement phone for me quickly!
Customer service was good,Matthew,Rated 5 out of 5 stars,US,1 review,2018-08-29T19:42:38.000Z,,"Customer service was good, one of the associates was a little rude but overall speed of replacement was great. The only thing I would recommend to you is to make your question session more streamlined and have that info available to the associates so consumers aren’t repeating themselves several times."
amazing service,Richard B,Rated 5 out of 5 stars,US,1 review,2018-08-29T19:41:31.000Z,,
Lost or stolen my phone was quickly.,DANIEL G,Rated 5 out of 5 stars,US,1 review,2018-08-29T19:40:58.000Z,,
Great no issues or problems easy…,SANDRA L,Rated 5 out of 5 stars,US,1 review,2018-08-29T19:40:27.000Z,,Great no issues or problems easy directions simple
So friendly and efficient,Wes Bennett,Rated 5 out of 5 stars,US,1 review,2018-08-29T19:38:21.000Z,,Thanks for being so friendly and efficient in replacement of my phone!
Quick and easy,DAVIDA S,Rated 5 out of 5 stars,US,1 review,2018-08-29T19:36:26.000Z,,Quick and easy. No issues as I had been told from other customers.
Great Service,Sandra S,Rated 5 out of 5 stars,US,1 review,2018-08-29T19:35:12.000Z,,"Prompt replacement, easy to use site"
easy quick got phone fast,John T,Rated 5 out of 5 stars,US,3 reviews,2018-08-29T19:35:07.000Z,,
The only issue was getting started AT&T issue,Lee O,Rated 5 out of 5 stars,US,1 review,2018-08-29T19:34:06.000Z,,The only issue was getting started. Once I got started it was very fast and easy. AT&T should have you get your code # when you purchase the phone AND  explain it to you. It is hard when you have no idea.
Awesome service,KAVITHA P,Rated 5 out of 5 stars,US,1 review,2018-08-29T19:29:44.000Z,,
Quick and easy,DONALD A,Rated 5 out of 5 stars,US,1 review,2018-08-29T19:23:28.000Z,,Quick and easy!  No complaints.
Replacement phone(s),BRIAN R,Rated 4 out of 5 stars,US,1 review,2018-08-29T19:17:57.000Z,,"i lost my phone traveling in New Zealand and was without a phone for 3 weeks (not a huge deal for me). When I got back stateside, I was able to get a replacement phone quickly. The only unfortunate aspect of the replacement phone was that there was a known defect (A1160?), so I was again without a real phone for another couple of days. Thankfully, the folks at Verizon were also able to assist me in getting another replacement phone."
Succint transaction with detailed…,CESAR G,Rated 5 out of 5 stars,US,1 review,2018-08-29T19:12:02.000Z,,Succint transaction with detailed instructions!
Replacement was right on time,Claudio P,Rated 5 out of 5 stars,US,1 review,2018-08-29T19:08:36.000Z,,Replacement was sent fast and with clear instructions and return label for the damaged one. Thanks
It was great,JOHN W,Rated 5 out of 5 stars,US,1 review,2018-08-29T19:07:35.000Z,,It was great! Quick delivery as well!
Assyrian made getting a new phone as…,Bobbie E,Rated 5 out of 5 stars,US,2 reviews,2018-08-29T19:03:29.000Z,,Asurian made getting a new phone as seamless and pain free as possible. Had the delivery within 24 hours. Grateful to have had the insurance!
Great service,BOB B,Rated 5 out of 5 stars,US,1 review,2018-08-29T19:01:40.000Z,,
Delivery,CHAD B,Rated 3 out of 5 stars,US,1 review,2018-08-29T18:59:14.000Z,,Would rather be able to go to a location to get device. Having it shipped and then a required signature for delivery makes it difficult to receive your replacement
i think you guys did an excellent job…,LAMEISHA P,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:58:23.000Z,,i think you guys did an excellent job on replacing my new device.
Great service!,Vivian le,,US,1 review,2018-08-29T18:56:00.000Z,,Great service!! Thanks
Fast response.,DORETHA L,Rated 5 out of 5 stars,US,2 reviews,2018-08-29T18:55:12.000Z,,Fast response and delivery!
My tablet was sent speedily with high…,TRACIE P,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:53:49.000Z,,My tablet was sent speedily with high information.
Painless,JERRY,Rated 5 out of 5 stars,US,2 reviews,2018-08-29T18:53:28.000Z,,Painless.  Very happy
Timely easy and efficient process,MEYER M,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:50:31.000Z,,
Great company,Crystal  S,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:48:28.000Z,,Great company! Always fast with shipping and never had a problem.
quick and easy,CHRISTOPHER W,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:47:34.000Z,,
Fast and easy steps to get replacement…,ANGELINA B,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:42:39.000Z,,Fast and easy steps to get replacement phone and even got extra accessories with shipment. Very professional experience.
Great business,TRACI N,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:42:00.000Z,,
easy and fast!,MICHAEL R,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:37:33.000Z,,
Great!,RICHARD P,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:37:09.000Z,,Great! No complaints
Phone was fast and works great,AARON G,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:33:26.000Z,,Phone was fast and works great.  Hate having to insure phones but they are a necessity now and you guys do a great job of covering them.
Very quick and easy!!,ADAM O,Rated 5 out of 5 stars,US,1 review,2018-08-29T18:30:46.000Z,,
