titre,nom,stars,localisation,nb_reviews,date_review,date_experience,comment
amazing job,ANGEL E,Rated 5 out of 5 stars,US,1 review,2016-11-09T11:40:34.000Z,,they were fast and professional
Quick Service,KATHY L,Rated 5 out of 5 stars,US,1 review,2016-11-09T11:36:24.000Z,,"They made the replacement process extremely quick and smooth,"
Excellent customer service and delivery.,JENNIFER C,Rated 5 out of 5 stars,US,1 review,2016-11-09T07:25:33.000Z,,Filing a claim was extremely easy.  I received my replacement phone within 3 days.  This was not the first time I had to file a claim.  Each time has been easy and quick!
Fast and eager to help,Righteous ,Rated 5 out of 5 stars,US,1 review,2016-11-09T02:40:06.000Z,,Wish the replacement fee was zero but it's apple product so asurion was abiding by the rules and policy which is understandable..
Quick & easy,Cindy M,Rated 5 out of 5 stars,US,2 reviews,2016-11-09T01:46:55.000Z,,This phone issue was made soooo easy. Always feel naked without my phone and Asurion ROCKED!
"Effortless, again!",JACK H,Rated 5 out of 5 stars,US,1 review,2016-11-09T01:46:04.000Z,,This is the second phone I have replaced in the past few years; both times the process was effortless and the service was excellent. I wouldn't own a phone without the coverage.
Very helpful reps,CATHERINE L,Rated 5 out of 5 stars,US,2 reviews,2016-11-09T01:31:13.000Z,,The rep who helped me with a claim on my daughter's phone was very caring and knowledgeable.   The process was seamless.
Good job,MARIA F,Rated 5 out of 5 stars,US,1 review,2016-11-09T01:09:21.000Z,,I w as surprised at how quic9kly I received my replacement phone.  I did have trouble connecting my phone but was able to get technical help by phone.
Great service!,RICHARD W,Rated 5 out of 5 stars,US,1 review,2016-11-09T00:45:39.000Z,,Quick and easy. Seemless transition for the not so tech savvy!
"Friendly, Convenient and Fast",Michaela K,Rated 5 out of 5 stars,US,1 review,2016-11-09T00:37:13.000Z,,I was surprised how simple the process was to make a claim.  The representative was friendly and helped me get a fast resolution.  We will definitely sign up for this service again.
"Easy, hassle-free replacement of my phone",CHARLES K,Rated 5 out of 5 stars,US,1 review,2016-11-09T00:25:41.000Z,,"It was very easy, only took one phone call to start the process and then my new phone was shipped directly to my house."
Easy,RONALD R,Rated 4 out of 5 stars,US,1 review,2016-11-08T23:41:18.000Z,,Everything went very well
They make it easy!,EDITH JONAS,Rated 5 out of 5 stars,US,2 reviews,2016-11-08T17:04:41.000Z,,"Once again, Asurion made a difficult time very easy.  I have insurance on my son's phone because I'm not stupid.   Very little pain for him and NOT PAIN FOR ME.Thanks."
Easy and painless,ELIZABETH G,Rated 5 out of 5 stars,US,1 review,2016-11-08T00:18:22.000Z,,Thank you for your service.  Having Asurion insurance was the best decision I made.
Thank you,EVELYN G,Rated 5 out of 5 stars,US,2 reviews,2016-11-07T22:20:09.000Z,,Very fast when  completed online
Quick,A.M.,Rated 4 out of 5 stars,US,1 review,2016-11-07T20:57:35.000Z,,Got phone next day
AMAZING CUSTOMER SERVICE!!!,MRS. H,Rated 5 out of 5 stars,US,1 review,2016-11-07T19:18:36.000Z,,"I filed my claim online and within an hour, I received an email confirming receipt of my claim.  In the next hour, I received an email informing me that I would receive my replacement phone THE NEXT DAY at no additional cost to me!! Let me go a step further to say that when I filed this claim, it was a Friday evening around 6pm.  I received my phone AT MY HOME on SATURDAY (yes, I said Saturday) by 10am! I couldn't have asked for a better experience!!! Great job!!!"
Excellent,BETTY Shavers,Rated 5 out of 5 stars,US,1 review,2016-11-07T18:33:04.000Z,,I will always recommend your company to all of my friends and relatives.
Fast and easy,SAMUEL R,Rated 5 out of 5 stars,US,1 review,2016-11-07T18:18:43.000Z,,Thanks again for making this process so easy!!
Great experience,TJ,Rated 5 out of 5 stars,US,1 review,2016-11-07T14:38:22.000Z,,Had a great experience! Only thing is I would think replacement device would be brand new as opposed to refurbished with having to pay a higher amount for deductible and premium every month.
Excellent service,AMY P,Rated 5 out of 5 stars,US,1 review,2016-11-07T14:11:22.000Z,,"The customer service personnel was helpful, the transaction was efficient, and the entire experience was very positive."
helpful,MICHAEL H,Rated 4 out of 5 stars,US,1 review,2016-11-07T12:26:59.000Z,,Thanks great service.
Quick and easy.,ROBERT L,Rated 5 out of 5 stars,US,4 reviews,2016-11-07T07:02:37.000Z,,The service was easy to apply for and the replacement phone arrived in 24 hours.
great,JOSE G,Rated 4 out of 5 stars,US,1 review,2016-11-07T03:11:40.000Z,,great and fast
"no surprises, quick and smooth",EMILY G,Rated 5 out of 5 stars,US,1 review,2016-11-07T02:06:59.000Z,,title says it all
Good job,KEITH B,Rated 5 out of 5 stars,US,1 review,2016-11-07T02:03:32.000Z,,Good job. Fast delivery. Thanks for the new phone!
Good experience,AUBREY Y,Rated 4 out of 5 stars,US,1 review,2016-11-07T01:39:38.000Z,,Did exactly what they said
Thank You!,CHRYSTIE S,Rated 5 out of 5 stars,US,1 review,2016-11-07T01:10:46.000Z,,"I couldn't be happier with the service I have received from Asurion. I lost my phone & the major chain store I go through pushed & pushed to sell me a new phone as my S5 is paid off. I didn't want to buy a new phone - just wanted mine back. Thank you Asurion  -  for helping me get a replacement S5 - FAST! Oh, and for anyone nervous about refurbished phones - don't be. If my phone was refurbished, I couldn't tell. It's every bit as nice as my first phone was right out of the box."
Awesome service.,NICOLE C,Rated 5 out of 5 stars,US,1 review,2016-11-07T00:40:50.000Z,,Filed my claim on a Friday and had my new phone Saturday morning. Excellent services no problems or issues.
Fast service good customer service .,MARK T,Rated 4 out of 5 stars,US,1 review,2016-11-07T00:37:11.000Z,,Got the phone rather quickly and no hassle . Thanks .
"Don't like having to pay a deductible,",Just me,Rated 4 out of 5 stars,US,2 reviews,2016-11-06T23:43:46.000Z,,"I like knowing I can replace a broken phone, but I pay $10 a month, for years for insurance that I still have to turn around and pay $150 deductible when I finally need to use it. Kind of a double standard."
Great,JEFFREY E,Rated 4 out of 5 stars,US,1 review,2016-11-06T23:35:41.000Z,,"Great experience. Quick delivery when available. Only problem I had was my phone not available on day of claim, had to wait couple days before mailed  had no other problem tho and would definitely recommend having this service."
Great service,DAMONE L,Rated 5 out of 5 stars,US,1 review,2016-11-06T23:35:21.000Z,,"Very smooth process, easy and customer friendly."
Worked as advertised and easy to fix,DAVID H,Rated 5 out of 5 stars,US,1 review,2016-11-06T23:26:40.000Z,,"Thanks, worked great"
couldn't have a teen with a phone with out Asurion,Leslie D,Rated 5 out of 5 stars,US,1 review,2016-11-06T23:26:08.000Z,,Customer service was great.
new phone replacement,JOHN O,Rated 5 out of 5 stars,US,1 review,2016-11-06T23:07:57.000Z,,didn't like the price for new phone because the one I received in beginning was free had it for 2 years paying $10 a month then have to pay 149 for replacement can I say rip off
You were great,ALEXANDER S,Rated 5 out of 5 stars,US,1 review,2016-11-06T23:03:36.000Z,,"Thank You for your rapid response in replacing the phone as it is vital to my  work, Again Thank You."
Great customer service!  Great overall experience!,Customer ,Rated 5 out of 5 stars,GB,2 reviews,2016-11-06T23:01:18.000Z,,My experience was fantastic!   My phone arrived the very next day...on a SATURDAY!!!
Speedy delivery,VALERIE E,Rated 5 out of 5 stars,US,1 review,2016-11-06T21:05:06.000Z,,I made the claim at 10pm and my phone was here the next day by noon. The instructions for the return were easy to understand and convenient.
replacement of unit was quick and easy thank you.,SAMUEL D,Rated 5 out of 5 stars,US,1 review,2016-11-06T20:21:51.000Z,,Every thing was strait forward and we had prompt service. Nothing more can be said. Thank you.
nice,ALPHEUS P,Rated 4 out of 5 stars,US,1 review,2016-11-06T18:57:28.000Z,,very fast on the new phone but cost to much.
Good service,CINDI S,Rated 5 out of 5 stars,US,1 review,2016-11-06T17:06:03.000Z,,When paying $120 or more a year for insurance is seems hard to fork up $100 for a new phone when the phone itself costs a fraction of what the consumer pays.  I'm all for making a profit but the mark up is a bit much.  Having said this.....however you lose your phone its nice to be able to replace it in a timely matter.  Thanks!!
Very Easy and Quick,Qualms,Rated 5 out of 5 stars,US,1 review,2016-11-06T16:35:52.000Z,,Website experience was easy.  Had new phone the next day.
Great !!!,STEVEN S,Rated 5 out of 5 stars,US,1 review,2016-11-06T14:22:42.000Z,,Great service !!!
"Fast delivery, easy to complete claim!",VIRGINA H,Rated 5 out of 5 stars,US,1 review,2016-11-06T14:07:03.000Z,,Happy with quick replacement
Superfast turnaround!  No Hassle!,WENDY W,Rated 5 out of 5 stars,US,1 review,2016-11-06T13:42:57.000Z,,Worth the cost$
Really helpful & easy process,ROBERT B,Rated 5 out of 5 stars,US,1 review,2016-11-06T11:35:06.000Z,,You all are great. Thx!
Very professional,CAROL T,Rated 5 out of 5 stars,US,1 review,2016-11-06T10:26:13.000Z,,"Very professional, would recommend to others"
Speedy service,JODI H,Rated 5 out of 5 stars,US,1 review,2016-11-06T02:31:55.000Z,,Received my phone next day and I even opened my claim later in the day before.
Good job,HEATHER P,Rated 4 out of 5 stars,US,1 review,2016-11-05T23:23:20.000Z,,Thank you for the quick response
Fast and easy. I'm happy.,MARTIN P,Rated 5 out of 5 stars,US,1 review,2016-11-05T23:03:11.000Z,,All good! Less than 24 hours!
Stress Free,VG,Rated 5 out of 5 stars,US,1 review,2016-11-05T22:30:08.000Z,,Replacement of my phone was fast and easy.
Thanks,RUSSELL C,Rated 5 out of 5 stars,US,3 reviews,2016-11-05T21:57:47.000Z,,I have always received top notch service in times of phone crisis. Thanks
Surprised and pleased,Randy B,Rated 5 out of 5 stars,US,1 review,2016-11-05T21:55:22.000Z,,I wasn't expecting such quick and convenient service. Kudos to your operation.
Tablet,AMY C,Rated 5 out of 5 stars,US,1 review,2016-11-05T21:52:28.000Z,,The process was good and timely
very efficient process,MJD,Rated 5 out of 5 stars,US,4 reviews,2016-11-05T17:05:05.000Z,,
What a great company !!,Heather,Rated 5 out of 5 stars,US,1 review,2016-11-05T13:30:53.000Z,,My cell was stolen and I had my new cell within 2 days !!! Now that's service !!!
Broken phone,ERIN V,Rated 5 out of 5 stars,US,1 review,2016-11-05T09:00:56.000Z,,Fast and easy  claim form to fill out and next day arrival of the new phone.
Quick and easy!,VINH N,Rated 5 out of 5 stars,US,2 reviews,2016-11-05T04:38:57.000Z,,My wife was extremely satisfied. Thanks!
Awesome Service!!!!!!,ROBERT S,Rated 5 out of 5 stars,US,1 review,2016-11-05T04:03:07.000Z,,Everything about the process was so professional!
Did exactly what they promised.,VICKI R,Rated 5 out of 5 stars,US,1 review,2016-11-05T03:26:56.000Z,,They were every thing they said they would.
Simple,ChrisJohn,,US,2 reviews,2016-11-05T02:18:57.712Z,,Addition has come far from the days of denying every claim to approving almost every claim.... Comfortable expirence this time around !!
great,TIMOTHY C,Rated 5 out of 5 stars,US,1 review,2016-11-05T01:46:42.000Z,,I got my device plus extras in 24 hours.
Be Assured with Asurion,LINDA S,Rated 5 out of 5 stars,US,1 review,2016-11-05T01:45:01.000Z,,Was a unstressful experience
Phone Replacement,ANA G,Rated 5 out of 5 stars,US,1 review,2016-11-05T00:44:37.000Z,,Great response on my problem. Satisfied with the results.
Great Service,CAROL S,Rated 5 out of 5 stars,US,2 reviews,2016-11-05T00:27:37.000Z,,Everyone I spoke with was very helpful. I received my phone the next day as promised.
outstanding service and quality employees!,RON W,Rated 5 out of 5 stars,US,1 review,2016-11-05T00:06:39.000Z,,Asurion  employees did a super job from start to finish.
Fast and mostly painless,TAMMY K,Rated 4 out of 5 stars,US,1 review,2016-11-04T23:54:37.000Z,,The customer service did a great job helping me through the process. The only struggle was getting the data transferred from one phone to another. That could have been my issue of lack of knowledge.
Phone replacement,RUTH P,Rated 5 out of 5 stars,US,1 review,2016-11-04T23:42:33.000Z,,Quick service!!
replacement phone,LEIGH C,Rated 4 out of 5 stars,US,1 review,2016-11-04T15:16:34.000Z,,Just need to lower deductible...
the best,MARCO M,Rated 5 out of 5 stars,US,2 reviews,2016-11-04T14:39:33.000Z,,is very easy to do it with no time
Very happy with your service!,JULIE M,Rated 5 out of 5 stars,US,1 review,2016-11-04T13:53:32.000Z,,Was having a hard time unlocking the phone and your staff walked us through with ease.  Thank you Assurian
Great!,KATELYNN D,Rated 5 out of 5 stars,US,1 review,2016-11-04T12:45:26.000Z,,So glad they got the phone sent to me as quick as they did!
Fast,MARIA R,Rated 5 out of 5 stars,US,1 review,2016-11-04T04:31:53.000Z,,Very good service.
thank you for your help,Maria Padilla,Rated 5 out of 5 stars,US,1 review,2016-11-04T04:06:22.000Z,,the service awesome!
Great Service!,VANESSA A,Rated 5 out of 5 stars,US,1 review,2016-11-04T03:51:37.000Z,,The phone arrived the next day and was easy to return the old phone. I would recommend Asurion to everyone!
Great,CHRISTINE L,Rated 5 out of 5 stars,US,3 reviews,2016-11-04T03:16:29.000Z,,Replacement phone arrived in 24 hours as promised everything was fast and easy.
5 Star. High Expectations.,MARCUS T,Rated 5 out of 5 stars,US,3 reviews,2016-11-04T02:49:48.000Z,,Thank you for the great level of service.
Super Quick,JIM R,Rated 5 out of 5 stars,US,1 review,2016-11-04T02:22:34.000Z,,Would definitely recommend to get insurance if you have a grade schooler with an iPhone.
Great Customer Service,KP in Cali,Rated 5 out of 5 stars,US,1 review,2016-11-04T02:10:25.000Z,,First replacement phone would not power up.  One call and customer service sent a new one immediately.
So fast and friendly,JUAN G,Rated 5 out of 5 stars,US,1 review,2016-11-04T01:12:10.000Z,,It was so easy
Good job,CHRISTOPHER W,Rated 5 out of 5 stars,US,1 review,2016-11-04T00:46:05.000Z,,Happy with the service
Fast delivery and service!!!,CYNTHIA D,Rated 5 out of 5 stars,US,1 review,2016-11-04T00:46:01.000Z,,Was so surprised how fast I got my replacement phone!!! Excellent information enclosed to set it up!!!
Service was fantastic!,JOHN G,Rated 5 out of 5 stars,US,3 reviews,2016-11-04T00:32:18.000Z,,Company was quite responsive after my phone went diving!
Quick Service,MARTHA U,Rated 5 out of 5 stars,US,1 review,2016-11-03T23:14:24.000Z,,"No waiting for my new phone!  When I was told I would have it ""tomorrow"", I was sure it would be 2 - 3 days.  They proved me wrong and I had it in my hands the following day!"
Fast Service,TONI M,Rated 5 out of 5 stars,US,1 review,2016-11-03T18:53:03.000Z,,Once I figured out you could submit a claim online everything was quickly taken care of.
Quick and so helpful!,NICOLE H,Rated 5 out of 5 stars,US,1 review,2016-11-03T18:11:58.000Z,,The associate I worked with was so helpful and friendly - she went out of her way to make things easier for me - thanks!
New Cell Phone,NANETTE J,Rated 5 out of 5 stars,US,1 review,2016-11-03T16:51:20.000Z,,"I had to get a new cell phone as I dropped mine in the toilet.  When my replacement arrived after I paid the deductible on insurance, I realized the first day there was a problem with the phone but I was glad to have one so I ignored the problems with it.  Well by the end of the week I was really fed up with the issues and carried it into the Verizon store.  I started telling the person at Verizon and my phone started messing up while he was looking at it.  He immediately called and reported the problems and told me my replacement phone would be here the next day which was Saturday.  It was delivered that day like he said it would be, I am very pleased with the service."
Perfection,Clay Owens,Rated 5 out of 5 stars,US,1 review,2016-11-03T15:48:42.000Z,,"The process was easy to do. The instructions are all there for you, and the best part, IT WAS SO FAST!"
Thank you.,MICHAEL D,Rated 5 out of 5 stars,US,1 review,2016-11-03T08:30:09.000Z,,Phone ended up at the bottom of Ann Lake. I filed a claim and had a replacement phone at my door in under 24 hours. Was pleasantly surprised at the level of service provided. Made a bad situation a little easier. Would recommend this service to others.
As good as the cubbies finallllllllly winning.,KYLE SR,Rated 5 out of 5 stars,US,1 review,2016-11-03T05:26:17.000Z,,It's simple.  Phone was ruined had new phone next day.  Go cubs!!!!!!! 108 years of waiting for title.  1 day to get phone.  Holy cow.
Back on the grid in no time!,TAMMY C,Rated 5 out of 5 stars,US,1 review,2016-11-03T03:36:01.000Z,,Great experience and fast replacement!
Terrific and relatively painless!!,KEVIN O,Rated 4 out of 5 stars,US,1 review,2016-11-03T01:27:32.000Z,,All good.   Happy with rapid delivery and phone quality
Everything was great,EDGAR A,Rated 4 out of 5 stars,US,1 review,2016-11-03T01:27:28.000Z,,Everything was great and easy
Smartphone Replacement,ALLETTA J,Rated 5 out of 5 stars,US,1 review,2016-11-03T00:30:02.000Z,,"Excellent, immediate resolution."
Great service,FREDERICK W,Rated 5 out of 5 stars,US,1 review,2016-11-02T23:45:55.000Z,,Very good service. Web site was pretty easy to use.
"the best service, easy 5 star!",JAIME S,Rated 5 out of 5 stars,US,1 review,2016-11-02T23:20:03.000Z,,this was easily a 5 star!!!
Great customer service,CHRISTI H,Rated 5 out of 5 stars,US,1 review,2016-11-02T23:19:38.000Z,,The customer service was great even after a mailing mishap. The representative handle getting the phone re-issued and even overnighted so my daughter could have it back before returning to college a few days later
Quick and accurate,ZACHARY M,Rated 4 out of 5 stars,US,2 reviews,2016-11-02T23:03:33.000Z,,I got my replacement phone the very next day.  It is the exact same model as my damaged phone.
Blessings,MICHAEL M,Rated 5 out of 5 stars,US,1 review,2016-11-02T22:57:18.000Z,,Glad we had assurion!
Seamless transition,LIGON T,Rated 5 out of 5 stars,US,1 review,2016-11-02T22:50:01.000Z,,"Was very easy to report, order and relieve replacement device only problem and I know it was my fault I lost some contacts when switching over. Ugh lol thanks"
Great!,LACEY F,Rated 5 out of 5 stars,US,1 review,2016-11-02T22:40:43.000Z,,Fast service!
Great communication,BRANDI E,Rated 5 out of 5 stars,US,2 reviews,2016-11-02T22:11:13.000Z,,"My phones were back ordered, but assurion was great at keeping me updated on their status. I got call every few days letting me know that they were still back ordered, and they'd be out soon."
Great,MARY H,Rated 5 out of 5 stars,US,1 review,2016-11-02T21:37:32.000Z,,They were quick to get my new phone out to me even though it was on a weekend.  Very much appreciated.
Service was excellent.,BILLY C,Rated 5 out of 5 stars,US,1 review,2016-11-02T18:36:33.000Z,,Service was excellent. I received my replacement phone the day after I called in the claim.
Excellent service,LESLEY W,Rated 5 out of 5 stars,US,1 review,2016-11-02T15:14:31.000Z,,Received phone next day!!!
Very good service,PAUL Y,Rated 5 out of 5 stars,US,1 review,2016-11-02T10:09:44.000Z,,
Prompt service,BRENDA W,Rated 5 out of 5 stars,US,1 review,2016-11-02T02:34:15.000Z,,great experience.
Better than GREAT!,SAMEUL S,Rated 5 out of 5 stars,US,1 review,2016-11-02T01:18:01.000Z,,"Asurion is one of those services you hope you never have to use, but when you do you need a reliable service like Asurian.  thank you very much you're a great service."
"Couldn't do it online, so we had do with phone with a person.",PAMELA H,Rated 4 out of 5 stars,US,1 review,2016-11-01T23:12:41.000Z,,I will use asurion again.
"Best ""phone accessory"" a 15 year old can have, and it is great for the parent too!",WILLIAM J,Rated 5 out of 5 stars,US,2 reviews,2016-11-01T23:10:01.000Z,,"The 15 year old is hard on phones, this policy saved me time and money, and shortened ""phone separation anxiety."""
No hassle phone replacement,JAN,Rated 5 out of 5 stars,US,1 review,2016-11-01T23:09:38.000Z,,I got a new phone within a day.  No problems.  Mailed the old one back with the supplied mailer.  Excellent experience.
Phone replacement,JAN,Rated 4 out of 5 stars,US,1 review,2016-11-01T22:53:41.000Z,,Great. Quick and simple.
Service was very timely and they kept me informed.,CHRISTOPHER C,Rated 5 out of 5 stars,US,2 reviews,2016-11-01T22:41:49.000Z,,I lost my phone.  I contacted them right away and received a replacement within 3 days.
Excellent,LISA L,Rated 5 out of 5 stars,US,1 review,2016-11-01T22:39:17.000Z,,Very friendly
Amazing customer service and a pleasure to talk with.,MEL,Rated 4 out of 5 stars,US,1 review,2016-11-01T20:54:56.000Z,,Their representatives were pleasant and made the hardship of dealing with a bad situation easier and simple.
Good service.,KEMI A,Rated 5 out of 5 stars,US,1 review,2016-11-01T13:32:40.000Z,,Service was good confusing because of the back order and the website did not finction but ok.
Great,DEBRA R,Rated 5 out of 5 stars,US,1 review,2016-11-01T12:46:46.000Z,,I had a great person to help me and it was fast and on time for me
Untrustworthy,WENDALE W,Rated 2 out of 5 stars,US,1 review,2016-11-01T12:41:14.000Z,,I recieved a iPhone 6 Plus on time that was perfect. The phone I received looked like it was in perfect condition. About two days past and I was noticing my battery life didn't seem like it was holding charge. It died every 4 hrs without being on my phone.
Rapid response to settle claims.,Victor and Susan Serinis,Rated 5 out of 5 stars,US,2 reviews,2016-11-01T04:48:44.000Z,,"In all the many years I have been protected by Asurion, they never cease to amaze me with their speed and accuracy.  They cover five phones and two tablets on my Verizon account.  Having Asurion protection gives me peace of mind in passing out all that expensive gear to my family.  If I only had one phone, I would still have it.  It is very inexpensive peace of mind."
Fast and Painless!,Bruce Banford,Rated 5 out of 5 stars,US,2 reviews,2016-10-31T23:06:51.000Z,,Great help at the store!
Pleased,MARKESHA J,Rated 5 out of 5 stars,US,1 review,2016-10-31T21:36:03.000Z,,I am happy with their service and my device is working fine
Great customer service,MELISA R,Rated 5 out of 5 stars,US,1 review,2016-10-31T21:35:17.000Z,,"Fast, easy, patience, and overall respectful."
Whoot WHoot,Dawn R,Rated 5 out of 5 stars,US,2 reviews,2016-10-31T21:32:38.000Z,,Very satified with customer service!   we had a issues with the play store working ... seems like all is good now!
"fast, efficient, helpful",JESSICA B,Rated 5 out of 5 stars,US,1 review,2016-10-31T18:39:17.000Z,,"This was very easy, the representative was very helpful and we had the replacement in no time!"
Awesome!,LEANN B,Rated 5 out of 5 stars,US,2 reviews,2016-10-31T16:53:45.000Z,,Thanks! Awesome!!
Great service,Renee Vongpathoum,Rated 5 out of 5 stars,US,3 reviews,2016-10-31T16:03:51.000Z,,They were quick to resolve my problem new phone was shipped next day
Very good service.,ROBIN O,Rated 5 out of 5 stars,US,1 review,2016-10-31T15:50:16.000Z,,The web site was very easy and the phone was here the next day.
Excellent sevice,G A,Rated 5 out of 5 stars,US,1 review,2016-10-31T15:25:29.000Z,,Excellent service in a timely response
Did a great job,HELEN W,Rated 5 out of 5 stars,US,1 review,2016-10-31T14:19:22.000Z,,You could of not been better
easy and reliable,BARBARA M,Rated 4 out of 5 stars,US,1 review,2016-10-31T13:57:07.000Z,,Glad we signed on - damaged phone while away from home and we were able to have shipped to our location next day!
Great Service!,DAVID D,Rated 5 out of 5 stars,US,1 review,2016-10-31T13:10:22.000Z,,No trouble at all getting my new phone and programming it.  I will never not have Asurion Insurance on my phone!
great response,SHARON L,Rated 5 out of 5 stars,US,1 review,2016-10-31T12:37:45.000Z,,"put in my claim around 7pm on a Friday and didn't think I would receive my replacement phone till Monday, but had it the very next day!"
Thank for everything.,EVER B,Rated 4 out of 5 stars,US,1 review,2016-10-31T12:06:44.000Z,,You doing a good job
Great Service,DAVID H,Rated 5 out of 5 stars,US,3 reviews,2016-10-31T09:44:40.000Z,,"My phone was shipped and received the next day, which was a Saturday. I was very pleased"
Very satisfied.,KAREN L,Rated 5 out of 5 stars,US,1 review,2016-10-31T01:55:37.000Z,,"Quick, efficient, excellent service."
Speedy delivery,Brandon,Rated 4 out of 5 stars,US,1 review,2016-10-31T00:17:14.000Z,,"Delivery was next day even though it was a Saturday on a holiday weekend. Where verizon was incredibly difficult to work with, the insurance company made up for the inconvenience."
Very pleased,MARY H,Rated 5 out of 5 stars,US,1 review,2016-10-31T00:09:15.000Z,,I was very pleased with the speed with which my claim was answered and my device returned to working condition.
Excellent service!,BRANDON J,Rated 5 out of 5 stars,US,2 reviews,2016-10-30T23:19:32.000Z,,I had no issues with transactions what so ever!!
Fast delivery,TERILYN M,Rated 5 out of 5 stars,US,1 review,2016-10-30T23:11:54.000Z,,Worth the fee each month
Excellent!,CLIFF G,Rated 5 out of 5 stars,US,1 review,2016-10-30T22:30:11.000Z,,Very fast customer service and we had our new tablet the next day. Made us parents happy and our child that was waiting on it!
Quick seamless service,Lisa W,Rated 5 out of 5 stars,US,1 review,2016-10-30T22:11:11.000Z,,"From start to finish, it was a very quick and speedy process.  The only thing is that they forgot to put in a new SIM card.  I just went to Verizon to get a new on so that problem was solved.  Otherwise great service!"
Misleading deductible,RANDY B,Rated 4 out of 5 stars,US,1 review,2016-10-30T21:46:56.000Z,,Great service but very expensive. $199 for iPhone. When I signed up I was told only $99.
Great service,SHAWN O,Rated 5 out of 5 stars,US,1 review,2016-10-30T21:41:33.000Z,,Love the replaced phone thank u
Always fast and reliable!!,JESSICA P,Rated 5 out of 5 stars,US,1 review,2016-10-30T21:35:02.000Z,,"Unfortunately we've had to use our insurance quite a few times. Asurion is always fast, easy, and the phones are always perfect! Thank you!!"
Great service!,ELIZABETH P,Rated 5 out of 5 stars,US,1 review,2016-10-30T18:33:31.000Z,,Great service and fast turn around.
Excessive deductible cost,LLOYD B,Rated 3 out of 5 stars,US,2 reviews,2016-10-30T17:55:10.000Z,,"Service was good, speed of delivery was good, ease of filing claim was good... The only problem with my phone was a cracked screen. I checked prices to have it repaired locally for a cost of $75.00, at several places. The replacement/repair cost me $150.00 plus the cost of the monthly insurance charged for the coverage. NOT A GOOD DEAL."
"Very good, although I had to return the first phone",Norman R,Rated 4 out of 5 stars,US,1 review,2016-10-30T16:22:38.000Z,,"I had to return the first phone because the head phone jack didn't work. Also, if you are out of town without access to a scanner and a computer, it is difficult to finish your claim. All ended well, it just took a little longer than it should have. Customer service reps were very helpful and polite."
great responce,KENNETH H,Rated 5 out of 5 stars,US,3 reviews,2016-10-30T09:57:01.000Z,,received new phone in a timely manner
Great service,NANCY P,Rated 5 out of 5 stars,US,1 review,2016-10-30T01:48:00.000Z,,I have always used Adrian for all our phones.  Everytime I have a claim they are great.  Quick and easy to work with.   I highly recommend to everyone
Surprisingly simple,REBECCA M,Rated 5 out of 5 stars,US,2 reviews,2016-10-30T01:06:28.000Z,,I was really surpassed how quick and easy the process was. The online interface was also very smooth.
great service assistance,PEGGY C,Rated 5 out of 5 stars,US,1 review,2016-10-30T00:45:38.000Z,,quick fast while sharing all the help needed to take care of your needs.
Smart Move,NICHOLAS L,Rated 5 out of 5 stars,US,1 review,2016-10-29T23:52:28.000Z,,Fast and friendly experience
Great service,VIRGIL N,Rated 5 out of 5 stars,US,1 review,2016-10-29T23:18:32.000Z,,Fast quality services.
Simple,MICHAEL D,Rated 5 out of 5 stars,US,1 review,2016-10-29T23:17:30.000Z,,Simple Simon
Replacement phone,JAMES S,Rated 5 out of 5 stars,US,1 review,2016-10-29T23:13:29.000Z,,"Everything worked perfectly, had no problems at all."
Great service,BRADLEY H,Rated 5 out of 5 stars,US,1 review,2016-10-29T23:07:26.000Z,,Great service and the people were very helpful
Great,KIMBERLY E,Rated 5 out of 5 stars,US,1 review,2016-10-29T22:58:18.000Z,,Very good customer service
Was very helpful.,Joe C,Rated 5 out of 5 stars,US,1 review,2016-10-29T22:38:55.000Z,,Person phone very knowledgeable and helpful.
Awesome,ROBERTO F,Rated 5 out of 5 stars,US,1 review,2016-10-29T22:34:23.000Z,,Great service n response right away
easy & quick,Robert and Constance,Rated 5 out of 5 stars,US,4 reviews,2016-10-29T22:32:46.000Z,,"i needed to get a replacement for my 6 iphone. i had asurion insurance for such damage, so i contacted them immediately for help. the process  was easy and quick. i would recommend them to anyone looking for device insurance."
EZ Button,Vince contreir,Rated 5 out of 5 stars,GB,2 reviews,2016-10-29T22:07:06.000Z,,"Quick, easy, next day ship, no BS"
Great!,A J,Rated 5 out of 5 stars,US,1 review,2016-10-29T22:05:53.000Z,,Had new phone quickly.
Fast accurate,NANCY C,Rated 5 out of 5 stars,US,1 review,2016-10-29T21:18:31.000Z,,Love the online service
Quick replacement of my lost phone.,ROXANNE B,Rated 5 out of 5 stars,US,1 review,2016-10-29T14:10:59.000Z,,"I lost my phone. Asurion's replacement process was quick,  simple, and my phone was replaced within 24 hrs. Cost was reasonable. I would recommend to anyone."
Fast and easy,AMANDA L,Rated 5 out of 5 stars,US,2 reviews,2016-10-29T06:12:24.000Z,,I was able to file my claim online and receive a replacement phone within 24 hours.
Staying connected with Verizon is guaranteed,BRANDON C,Rated 5 out of 5 stars,US,1 review,2016-10-29T04:20:15.000Z,,I have no reservations recommending them to everyone over & over again.
